property_id,date,month,occupancy_rate,effective_rent_psf,noi,energy_cost,maintenance_cost,water_usage,tenant_satisfaction_score,work_orders_count,work_orders_avg_days,collections_rate
CBRE_00138,2023-11-20,2023-11,0.8470410316561827,30.131425727917676,121409.81116557035,21454.916666666668,7413.028905533985,97892.66666666667,7.9,10,2.8,0.957
CBRE_00138,2023-12-20,2023-12,0.8760077964487706,31.5175962020364,126286.04996554073,22527.662500000002,7485.657236411138,100339.98333333332,6.8,6,3.5,0.951
CBRE_00138,2024-01-19,2024-01,0.8599639404521904,30.833813931901577,121019.74352422367,23312.966953607815,5831.873890647985,102131.54347554344,7.3,12,5.7,0.976
CBRE_00138,2024-02-18,2024-02,0.9285932488995103,30.742783536625705,117119.79000544394,23600.408333333336,7611.650007135535,102787.3,7.6,8,5.8,0.952
CBRE_00138,2024-03-19,2024-03,0.8961478463631769,30.756738763219595,127050.20400890449,23312.966953607815,6757.603003122934,102131.54347554344,8.7,7,4.7,0.966
CBRE_00138,2024-04-18,2024-04,0.8777866980806949,31.10562009047545,128972.53374788906,22527.662500000002,6343.120448464254,100339.98333333332,7.0,5,6.0,0.957
CBRE_00138,2024-05-18,2024-05,0.8366020903904696,30.83781963068488,124261.42054295725,21454.916666666668,7518.649132174672,97892.66666666667,7.9,12,7.2,0.985
CBRE_00138,2024-06-17,2024-06,0.8638086630805393,30.79929867538843,120265.1440554444,20382.170833333337,6647.603886241472,95445.35,8.7,9,4.2,0.965
CBRE_00138,2024-07-17,2024-07,0.8200733758911118,30.97977722705096,119130.71568987925,19596.86637972552,6466.344091692821,93653.7898577899,7.2,8,5.0,0.951
CBRE_00138,2024-08-16,2024-08,0.7895254348766553,31.436293664631947,118535.18253193892,19309.425000000003,5634.096155748699,92998.03333333334,8.8,6,5.3,0.96
CBRE_00138,2024-09-15,2024-09,0.8041081709473787,31.226181337603098,115701.69414386271,19596.86637972552,6814.877402480949,93653.7898577899,7.4,4,4.7,0.966
CBRE_00138,2024-10-15,2024-10,0.8458226756792212,31.068675709918168,118925.46452515158,20382.170833333334,6784.679471405526,95445.35,7.7,5,9.9,0.96
CBRE_00138,2024-11-14,2024-11,0.8902402072665567,31.469593898707124,119340.22458529942,21454.916666666668,7378.232996291207,97892.66666666667,7.4,8,5.7,0.948
CBRE_00138,2024-12-14,2024-12,0.8703426437185836,31.380046007157848,125998.76894423873,22527.662500000002,7356.3681834091285,100339.98333333332,9.0,8,4.9,0.966
CBRE_00138,2025-01-13,2025-01,0.9274670683374577,31.39902806199047,124147.58205486927,23312.966953607815,7885.069333499052,102131.54347554344,7.3,5,4.4,0.981
CBRE_00138,2025-02-12,2025-02,0.8774785824554634,31.41396310507496,121035.52409995208,23600.408333333336,7463.553790591,102787.3,8.9,11,5.8,0.988
CBRE_00138,2025-03-14,2025-03,0.9166524785585392,31.30838138057637,131119.91159072638,23312.966953607815,7522.276478266503,102131.54347554344,7.2,10,5.7,0.968
CBRE_00138,2025-04-13,2025-04,0.865516456270588,31.012320768513774,120714.78475242575,22527.662500000002,8414.064258091943,100339.98333333332,7.6,2,8.7,0.953
CBRE_00138,2025-05-13,2025-05,0.8777794953776833,31.19306298117892,123055.0574758573,21454.916666666668,7342.078683642935,97892.66666666667,7.8,6,9.8,0.986
CBRE_00138,2025-06-12,2025-06,0.8149690908293485,31.78484626954316,120567.9045768982,20382.170833333337,7078.422602263634,95445.35000000002,8.9,5,9.8,0.968
CBRE_00138,2025-07-12,2025-07,0.835646135926799,31.522685954371184,119220.83452624425,19596.86637972552,6735.448364591112,93653.7898577899,6.6,4,7.0,0.948
CBRE_00138,2025-08-11,2025-08,0.785181889308337,31.10547965371281,113996.35751739742,19309.425000000003,6864.07151064735,92998.03333333334,7.4,7,7.1,0.952
CBRE_00138,2025-09-10,2025-09,0.7790869617482625,32.03376687673752,122432.76084374437,19596.866379725518,7285.432934495512,93653.7898577899,8.3,8,3.1,0.954
CBRE_00138,2025-10-10,2025-10,0.8332762942469532,32.13285488111624,112542.44635867122,20382.17083333333,5891.19412943201,95445.35,8.7,7,6.6,0.948
CBRE_00139,2023-11-20,2023-11,0.99,10.929165326476983,-1305.0306174255015,36365.916666666664,16146.165409790508,259822.16666666666,7.1,4,6.8,0.978
CBRE_00139,2023-12-20,2023-12,0.99,10.812365424081294,-1318.5073122455592,38184.2125,15699.28477624484,266317.7208333333,7.4,5,7.7,0.956
CBRE_00139,2024-01-19,2024-01,0.99,10.726560916382343,-1344.7018156498052,39515.29743319079,16839.487375379817,271072.79650664906,6.6,5,9.4,0.969
CBRE_00139,2024-02-18,2024-02,0.99,10.671982892562191,-1344.9039664422025,40002.50833333333,17066.958954778005,272813.275,8.7,6,2.0,0.979
CBRE_00139,2024-03-19,2024-03,0.99,10.808744194733514,-1335.339830530406,39515.29743319079,14668.658459747723,271072.79650664906,8.6,9,8.4,0.987
CBRE_00139,2024-04-18,2024-04,0.99,11.14243436964677,-1255.8804593318398,38184.2125,16534.297283128293,266317.7208333333,8.9,1,9.5,0.981
CBRE_00139,2024-05-18,2024-05,0.9845258044745355,10.920159167013981,-1280.028740304138,36365.916666666664,15616.049926404477,259822.16666666666,8.8,4,7.7,0.985
CBRE_00139,2024-06-17,2024-06,0.9188076306755496,10.843220435105064,-1225.9400003615708,34547.620833333334,16795.28396072749,253326.6125,6.7,7,8.8,0.957
CBRE_00139,2024-07-17,2024-07,0.916520770508219,10.84334812160148,-1205.7014652866017,33216.53590014254,13789.191072437841,248571.53682668429,6.7,4,4.0,0.981
CBRE_00139,2024-08-16,2024-08,0.8848367488129,10.889938671833646,-1158.5675278411643,32729.324999999997,15347.050227812342,246831.05833333332,8.1,6,5.7,0.946
CBRE_00139,2024-09-15,2024-09,0.9416702664546754,10.941774534224677,-1176.0965879872572,33216.53590014254,12882.665890969089,248571.53682668429,8.0,9,5.8,0.962
CBRE_00139,2024-10-15,2024-10,0.9591353546646052,10.83833269076852,-1278.6106077038903,34547.62083333333,16560.524293182065,253326.6125,7.0,5,3.8,0.962
CBRE_00139,2024-11-14,2024-11,0.9628662773381131,10.975090152838954,-1192.3057834400756,36365.916666666664,15565.376522454051,259822.16666666666,8.2,8,2.4,0.941
CBRE_00139,2024-12-14,2024-12,0.9811716571873044,10.979691054557186,-1297.519133294991,38184.2125,15179.701353307764,266317.7208333333,6.9,5,5.9,0.954
CBRE_00139,2025-01-13,2025-01,0.99,11.011816021238838,-1348.697117804224,39515.29743319079,16764.934331847708,271072.79650664906,6.8,9,8.6,0.988
CBRE_00139,2025-02-12,2025-02,0.9895093924592616,10.827973173683436,-1286.1253782313884,40002.50833333333,14358.620433863185,272813.275,7.4,7,5.1,0.963
CBRE_00139,2025-03-14,2025-03,0.99,10.860862245395262,-1301.0191824744138,39515.29743319079,16313.837354383895,271072.79650664906,7.6,0,4.3,0.955
CBRE_00139,2025-04-13,2025-04,0.99,10.829508807533413,-1296.2499345972055,38184.2125,16278.122738465907,266317.7208333333,7.7,3,5.2,0.965
CBRE_00139,2025-05-13,2025-05,0.9628455790040603,11.1047578463498,-1239.350036153701,36365.916666666664,13608.033204543539,259822.16666666666,7.7,3,7.7,0.975
CBRE_00139,2025-06-12,2025-06,0.9707911007569059,10.760681127319325,-1245.9165383998456,34547.620833333334,15559.079711592152,253326.61250000002,6.8,6,6.3,0.977
CBRE_00139,2025-07-12,2025-07,0.9039962692052304,11.046635885061818,-1229.6975771930643,33216.53590014254,15123.221524926457,248571.53682668429,6.8,5,3.5,0.977
CBRE_00139,2025-08-11,2025-08,0.915072089321839,10.834995638720416,-1200.9177031267463,32729.324999999997,17761.368675588903,246831.05833333332,8.2,8,8.5,0.971
CBRE_00139,2025-09-10,2025-09,0.9735883553170733,10.96125801253369,-1225.127841226003,33216.53590014254,16770.915929553532,248571.53682668429,7.8,3,4.6,0.963
CBRE_00139,2025-10-10,2025-10,0.9420449180806358,10.950057753872812,-1177.9179501580134,34547.62083333333,19862.18301457577,253326.6125,7.7,10,4.8,0.957
CBRE_00140,2023-11-20,2023-11,0.8054679033701996,21.280649961725814,44294.819459233484,16426.583333333332,6364.286087094454,104628.83333333333,6.7,4,9.1,0.978
CBRE_00140,2023-12-20,2023-12,0.7961891095245824,21.359434482246648,47530.86911044073,17247.9125,9534.442704736439,107244.55416666665,8.4,5,5.3,0.961
CBRE_00140,2024-01-19,2024-01,0.8454806973562345,21.674776067135742,47013.19370010219,17849.167179738204,8783.659614892736,109159.39471508306,7.6,4,3.2,0.958
CBRE_00140,2024-02-18,2024-02,0.843617678174604,21.410552500908807,45029.75531880344,18069.24166666667,7732.0208661260485,109860.275,7.4,4,3.2,0.955
CBRE_00140,2024-03-19,2024-03,0.8543494174169423,21.51152244854635,48222.359340281706,17849.167179738204,8378.381537605244,109159.39471508306,8.2,8,2.1,0.945
CBRE_00140,2024-04-18,2024-04,0.8040699837055548,21.421737285128334,45410.4573792629,17247.9125,8918.270680385791,107244.55416666665,6.5,5,6.9,0.959
CBRE_00140,2024-05-18,2024-05,0.7715044461792815,21.49771768348991,43766.809709821195,16426.583333333332,9375.320424922362,104628.83333333333,8.5,2,3.6,0.989
CBRE_00140,2024-06-17,2024-06,0.7864403208600996,21.436364606748693,43265.714560774395,15605.254166666668,9048.609710576506,102013.11249999999,7.9,5,6.3,0.96
CBRE_00140,2024-07-17,2024-07,0.7602850725026432,21.572775885287285,42803.37246944838,15003.99948692846,8570.624277649144,100098.27195158359,6.9,8,8.6,0.986
CBRE_00140,2024-08-16,2024-08,0.7259899094058293,21.221009311734047,41997.359754655656,14783.925,8061.9899421153605,99397.39166666666,8.3,3,5.4,0.941
CBRE_00140,2024-09-15,2024-09,0.7428354063544768,21.552103986959136,44293.94843619658,15003.99948692846,9365.404604545874,100098.27195158359,7.1,7,8.8,0.974
CBRE_00140,2024-10-15,2024-10,0.7567522366407092,21.650279131702593,43358.95253507862,15605.254166666664,7739.99162272173,102013.11249999999,7.7,3,3.1,0.967
CBRE_00140,2024-11-14,2024-11,0.7644211387391545,21.930682492892924,45346.33164490256,16426.583333333332,9152.885709726392,104628.83333333333,8.0,3,9.2,0.953
CBRE_00140,2024-12-14,2024-12,0.83379038977031,21.49062144550108,44385.15843812073,17247.9125,7644.637788461481,107244.55416666665,7.1,10,2.3,0.96
CBRE_00140,2025-01-13,2025-01,0.8639522603160764,21.413964958107723,47845.38910645128,17849.167179738204,9297.02700631938,109159.39471508306,8.4,1,6.1,0.966
CBRE_00140,2025-02-12,2025-02,0.8485409698301098,21.60571566389024,45492.30235745768,18069.24166666667,6952.640986407391,109860.275,8.0,6,5.0,0.961
CBRE_00140,2025-03-14,2025-03,0.8604342843140222,21.28112168089001,45006.3874125432,17849.167179738204,8225.975590523818,109159.39471508306,7.6,7,5.2,0.966
CBRE_00140,2025-04-13,2025-04,0.8132567842680137,21.555402718858094,44202.49794567332,17247.9125,7819.643186642964,107244.55416666665,7.3,2,8.2,0.971
CBRE_00140,2025-05-13,2025-05,0.8057727627469065,21.999433946687343,46092.44275365962,16426.583333333332,8980.927461513833,104628.83333333333,8.6,8,3.7,0.975
CBRE_00140,2025-06-12,2025-06,0.7882534145189419,21.602596087099254,44279.8246181934,15605.254166666668,9495.881161901305,102013.1125,6.9,6,3.3,0.953
CBRE_00140,2025-07-12,2025-07,0.7588690375358249,21.821343150851522,43294.36017072986,15003.99948692846,6534.601465514726,100098.27195158359,8.3,3,6.1,0.966
CBRE_00140,2025-08-11,2025-08,0.7278513153952252,21.948202408875996,41985.271729030275,14783.925,8453.85242089964,99397.39166666666,7.0,5,4.1,0.948
CBRE_00140,2025-09-10,2025-09,0.7688874802364282,21.8503103801183,41472.01723980901,15003.999486928458,8708.905181748441,100098.27195158359,8.1,6,4.4,0.967
CBRE_00140,2025-10-10,2025-10,0.7769304863198512,21.65900395238085,44571.03784802896,15605.254166666662,7137.928108126103,102013.11249999999,8.6,4,6.6,0.958
CBRE_00141,2023-11-20,2023-11,0.8948356562434902,63.37531911398685,269087.43099667196,20249.333333333332,10228.489102660817,109878.58333333333,8.2,6,2.3,0.942
CBRE_00141,2023-12-20,2023-12,0.8899658719835774,63.11165840519788,262616.0933357169,21261.8,10091.190336606225,112625.54791666665,8.7,3,2.6,0.946
CBRE_00141,2024-01-19,2024-01,0.8802389163117591,61.918881999940844,267001.1896658206,22002.9770409699,9673.652187329844,114636.46555825893,7.9,2,6.8,0.964
CBRE_00141,2024-02-18,2024-02,0.9050842514805538,63.486620437398294,272191.83498015173,22274.266666666666,10094.009874679248,115372.5125,7.3,4,6.4,0.943
CBRE_00141,2024-03-19,2024-03,0.9115832046965684,62.007703595090746,275379.18844462174,22002.9770409699,9952.894476506985,114636.46555825893,7.2,4,5.8,0.956
CBRE_00141,2024-04-18,2024-04,0.9011528738601523,61.11448280535721,266306.69199000404,21261.8,10411.538246004382,112625.54791666665,6.9,3,7.0,0.941
CBRE_00141,2024-05-18,2024-05,0.8150317039288225,62.85066146774546,254287.23569453432,20249.333333333332,10777.952985930493,109878.58333333333,7.1,3,3.8,0.941
CBRE_00141,2024-06-17,2024-06,0.84034277983442,62.54013906316652,260900.86013079714,19236.86666666667,8543.860513939575,107131.61875,8.7,0,9.6,0.958
CBRE_00141,2024-07-17,2024-07,0.8112569621991266,62.524909074016875,250745.43439656985,18495.689625696763,10487.152202993288,105120.70110840772,8.2,10,7.7,0.958
CBRE_00141,2024-08-16,2024-08,0.8097891020485131,63.35076234219378,247066.51544316733,18224.399999999998,9447.086689307158,104384.65416666666,6.7,7,2.1,0.978
CBRE_00141,2024-09-15,2024-09,0.8210192034189598,63.20244548824207,251579.9575489549,18495.689625696763,10669.876217851794,105120.70110840772,7.5,6,5.5,0.978
CBRE_00141,2024-10-15,2024-10,0.87132713902215,62.36387806249406,259361.05955448287,19236.866666666665,11837.979102331501,107131.61875,7.3,7,3.3,0.975
CBRE_00141,2024-11-14,2024-11,0.816232671890307,62.53282187715659,271002.83296005597,20249.333333333332,9755.880584066184,109878.58333333333,8.6,5,4.6,0.978
CBRE_00141,2024-12-14,2024-12,0.8879964534032058,63.05857603727292,279048.104375941,21261.8,8919.90252701934,112625.54791666665,7.4,7,9.9,0.989
CBRE_00141,2025-01-13,2025-01,0.913297714021226,63.25120540855101,272865.50153611903,22002.9770409699,10842.333907051081,114636.46555825893,7.7,5,3.1,0.969
CBRE_00141,2025-02-12,2025-02,0.8680028355841323,63.273535478992905,275798.37588489056,22274.266666666666,11272.64430147465,115372.5125,7.2,7,5.7,0.949
CBRE_00141,2025-03-14,2025-03,0.8732727320147029,63.433342595310265,275069.471272054,22002.9770409699,10644.744027751221,114636.46555825893,8.0,8,2.2,0.983
CBRE_00141,2025-04-13,2025-04,0.8896945282390525,63.61998329721763,270114.2602449367,21261.8,10940.677327014537,112625.54791666665,8.8,5,3.0,0.941
CBRE_00141,2025-05-13,2025-05,0.8437992459437089,63.440326646921015,252920.10131530225,20249.333333333332,10520.419538037933,109878.58333333333,6.7,7,3.5,0.942
CBRE_00141,2025-06-12,2025-06,0.839466220407951,62.51076610796669,245596.86743656907,19236.86666666667,9481.233862109795,107131.61875000001,8.5,8,9.8,0.98
CBRE_00141,2025-07-12,2025-07,0.805575344913093,62.85322516665758,257694.98237492217,18495.689625696763,11637.619611307806,105120.70110840772,8.4,8,6.8,0.972
CBRE_00141,2025-08-11,2025-08,0.8370087489218244,63.43724435302119,238696.92225898468,18224.399999999998,9972.718784919249,104384.65416666666,7.4,10,8.4,0.985
CBRE_00141,2025-09-10,2025-09,0.8368529604327001,62.750321480632245,244179.57412966975,18495.689625696763,10393.062792937651,105120.70110840772,7.4,5,7.1,0.947
CBRE_00141,2025-10-10,2025-10,0.8748815135033778,63.641587958873615,244974.24033177135,19236.86666666666,11784.02050944959,107131.61875,8.3,3,3.7,0.964
CBRE_00142,2023-11-20,2023-11,0.8933427783294827,6.331150546942633,-33083.71962737491,27671.75,7649.396717258265,102109.66666666667,8.7,3,8.0,0.943
CBRE_00142,2023-12-20,2023-12,0.9710377775092884,6.329875745647195,-33735.4050853789,29055.3375,7662.578151834486,104662.40833333333,7.1,7,4.4,0.975
CBRE_00142,2024-01-19,2024-01,0.9726406459957295,6.369327290807641,-33594.69459570655,30068.193846717204,7046.821079252976,106531.1449319314,8.1,5,5.4,0.964
CBRE_00142,2024-02-18,2024-02,0.9752633418118617,6.42358077407083,-34449.70891448467,30438.925000000003,8234.018012371473,107215.15000000001,8.4,2,6.6,0.967
CBRE_00142,2024-03-19,2024-03,0.9535083661658111,6.382773457880282,-33440.76584895869,30068.193846717204,6925.324591121031,106531.1449319314,7.1,6,6.5,0.944
CBRE_00142,2024-04-18,2024-04,0.9621383536823958,6.411782629237372,-34419.09192678264,29055.3375,7486.56729079622,104662.40833333333,6.6,6,9.6,0.959
CBRE_00142,2024-05-18,2024-05,0.9108235058231441,6.263631807735838,-33395.151882529644,27671.75,7289.8599364882375,102109.66666666667,6.7,7,3.1,0.958
CBRE_00142,2024-06-17,2024-06,0.892768806345371,6.367837224403632,-32712.815939268858,26288.162500000002,6490.269065835633,99556.925,8.3,3,6.4,0.978
CBRE_00142,2024-07-17,2024-07,0.8780506475811489,6.378941211876532,-31721.14946755636,25275.306153282796,7100.786857286487,97688.18840140195,7.6,10,5.8,0.956
CBRE_00142,2024-08-16,2024-08,0.887589308457521,6.319504739991939,-30603.08288629126,24904.575,6906.022661181629,97004.18333333333,8.8,11,4.0,0.941
CBRE_00142,2024-09-15,2024-09,0.8625572526298222,6.314189926766111,-30055.75326984202,25275.306153282796,6595.969370330971,97688.18840140195,7.0,3,4.4,0.958
CBRE_00142,2024-10-15,2024-10,0.9328733833294913,6.423169799204713,-31607.88402537136,26288.1625,6439.018625490361,99556.925,8.7,1,4.1,0.977
CBRE_00142,2024-11-14,2024-11,0.9015039277483574,6.349668214806576,-34244.84040037456,27671.75,7255.970912293489,102109.66666666667,8.9,8,9.3,0.963
CBRE_00142,2024-12-14,2024-12,0.9727641246265646,6.396288071771547,-34801.237933157245,29055.3375,7708.7194429016345,104662.40833333333,6.7,8,4.2,0.961
CBRE_00142,2025-01-13,2025-01,0.99,6.332270400705238,-36175.06534515438,30068.193846717204,6563.567768409834,106531.1449319314,8.2,8,6.6,0.948
CBRE_00142,2025-02-12,2025-02,0.9273166572950434,6.447139918862771,-34199.265837066945,30438.925000000003,6849.745319796567,107215.15000000001,7.3,2,3.3,0.987
CBRE_00142,2025-03-14,2025-03,0.9211505118755307,6.345496437315383,-33739.90082956408,30068.193846717204,5925.3382242852485,106531.1449319314,7.5,3,8.3,0.974
CBRE_00142,2025-04-13,2025-04,0.9427940933816865,6.25973093635475,-32470.803064672542,29055.3375,7371.228537283379,104662.40833333333,8.2,8,4.9,0.98
CBRE_00142,2025-05-13,2025-05,0.9146061393212813,6.408517651365116,-33719.49434442662,27671.75,7230.849886032726,102109.66666666667,6.7,5,8.0,0.95
CBRE_00142,2025-06-12,2025-06,0.8885127061962378,6.355865727743295,-30484.75642867632,26288.162500000002,6903.142096336846,99556.92500000002,8.9,1,8.4,0.951
CBRE_00142,2025-07-12,2025-07,0.8978780821166602,6.4648479886266355,-32520.640969442044,25275.306153282796,6991.168302733211,97688.18840140195,8.9,3,5.0,0.983
CBRE_00142,2025-08-11,2025-08,0.8761369872463951,6.371241276476275,-31693.83203739747,24904.575,6236.521800689179,97004.18333333333,8.1,2,8.2,0.945
CBRE_00142,2025-09-10,2025-09,0.875866627697594,6.471495407963867,-32817.1313692608,25275.306153282792,5697.065795456919,97688.18840140195,8.4,4,4.0,0.946
CBRE_00142,2025-10-10,2025-10,0.8745799273546192,6.415348719699891,-32148.719847872115,26288.162499999995,6865.669964061358,99556.925,7.0,6,8.5,0.964
CBRE_00143,2023-11-20,2023-11,0.8396645452629341,18.44626551588236,19544.20248400125,6490.333333333333,3372.3232826475673,39768.083333333336,6.7,6,4.8,0.954
CBRE_00143,2023-12-20,2023-12,0.848211198194479,18.438284362557763,18609.172038834644,6814.85,3709.204335993758,40762.285416666666,7.7,6,9.5,0.964
CBRE_00143,2024-01-19,2024-01,0.8823775145894884,18.479990998219666,18819.925177992765,7052.412687902893,3367.963929274693,41490.0918546575,8.2,7,5.3,0.978
CBRE_00143,2024-02-18,2024-02,0.8936266296625885,18.447418297682518,19644.995845201025,7139.366666666667,3214.2816938721235,41756.4875,6.5,2,3.5,0.987
CBRE_00143,2024-03-19,2024-03,0.908930983553556,18.659106462562658,19856.660326693796,7052.412687902893,3764.915182969177,41490.0918546575,7.7,10,2.9,0.967
CBRE_00143,2024-04-18,2024-04,0.8451877392834777,18.432150164095876,19123.910232575574,6814.85,3375.140885650386,40762.285416666666,8.0,2,2.1,0.969
CBRE_00143,2024-05-18,2024-05,0.8411359878059796,18.555332299589796,17824.503365940633,6490.333333333333,3554.018152926448,39768.083333333336,6.8,8,4.0,0.981
CBRE_00143,2024-06-17,2024-06,0.8497242601741983,18.38919961206525,18326.45688402674,6165.816666666667,4256.4466182633405,38773.88125,7.8,4,5.4,0.982
CBRE_00143,2024-07-17,2024-07,0.7845819336427702,18.313495629702246,18224.492634272432,5928.253978763773,4145.659498585799,38046.074812009174,8.0,3,3.5,0.953
CBRE_00143,2024-08-16,2024-08,0.7507525954428318,18.781055551302938,17296.125355587443,5841.3,2854.54710148775,37779.67916666667,8.1,3,4.6,0.961
CBRE_00143,2024-09-15,2024-09,0.7994678596371266,18.525201347564167,18307.528681033466,5928.253978763773,4128.332739431448,38046.074812009174,7.6,7,6.5,0.94
CBRE_00143,2024-10-15,2024-10,0.7665536872826523,18.19352928141472,17410.116611980236,6165.816666666666,3788.6161001887644,38773.88125,7.4,7,2.3,0.983
CBRE_00143,2024-11-14,2024-11,0.8474032277425,18.453116632891916,19190.933723629718,6490.333333333333,3702.8427975330037,39768.083333333336,8.9,7,5.3,0.944
CBRE_00143,2024-12-14,2024-12,0.8596112795800773,18.614670863157677,19237.308785539895,6814.85,3990.76230760608,40762.285416666666,8.8,2,8.7,0.969
CBRE_00143,2025-01-13,2025-01,0.8798144295559454,18.60422805973427,19426.13423529697,7052.412687902893,3570.093593574356,41490.0918546575,7.5,6,2.0,0.987
CBRE_00143,2025-02-12,2025-02,0.8639665217174541,18.74461701357945,19186.938224135785,7139.366666666667,3872.470999679194,41756.4875,7.2,3,9.3,0.974
CBRE_00143,2025-03-14,2025-03,0.853046627484876,18.69036162914434,19641.600923846545,7052.412687902893,3231.8900897503604,41490.0918546575,9.0,6,3.3,0.949
CBRE_00143,2025-04-13,2025-04,0.8612816202126111,18.838957245864233,18861.138718879978,6814.85,4243.685548565193,40762.285416666666,8.1,5,6.2,0.942
CBRE_00143,2025-05-13,2025-05,0.8727265307953164,18.619181513783083,19123.69968190692,6490.333333333333,3349.9420023084026,39768.083333333336,8.4,6,3.9,0.985
CBRE_00143,2025-06-12,2025-06,0.8067262183848282,18.800272298943028,19322.28341452785,6165.816666666667,2758.192398989353,38773.881250000006,8.0,6,6.9,0.972
CBRE_00143,2025-07-12,2025-07,0.8105315694682662,18.945655513103766,17782.171094911984,5928.253978763773,3492.027570305673,38046.074812009174,8.0,4,5.3,0.98
CBRE_00143,2025-08-11,2025-08,0.7683281426741024,18.995359610594615,18049.107705373674,5841.3,3404.2638720263753,37779.67916666667,7.2,4,2.5,0.959
CBRE_00143,2025-09-10,2025-09,0.7848512750028558,18.75230629613813,18190.617776425308,5928.2539787637725,3753.32200690508,38046.074812009174,8.2,7,4.3,0.975
CBRE_00143,2025-10-10,2025-10,0.8306598237272743,18.789671481684266,17986.830841243256,6165.816666666666,3221.6345536775384,38773.88125,7.3,7,2.4,0.963
CBRE_00144,2023-11-20,2023-11,0.9489269748785641,34.7129452887296,87677.41764381231,8779.416666666666,4984.598469235621,64467.0,7.8,6,2.7,0.986
CBRE_00144,2023-12-20,2023-12,0.9611856759665186,34.65956010413418,91145.41959773093,9218.387499999999,5513.625477955797,66078.67499999999,8.1,8,8.0,0.944
CBRE_00144,2024-01-19,2024-01,0.99,34.21548304369837,95254.13639122894,9539.736453040849,6825.83213661227,67258.50298528856,8.3,4,7.5,0.969
CBRE_00144,2024-02-18,2024-02,0.99,34.4320891410804,92680.48199599919,9657.358333333334,5663.714129160311,67690.35,6.9,11,7.9,0.948
CBRE_00144,2024-03-19,2024-03,0.99,34.4904118321733,90716.60980662645,9539.736453040849,6383.157233172338,67258.50298528856,8.4,5,7.5,0.97
CBRE_00144,2024-04-18,2024-04,0.9569410891623962,34.58461744129736,86269.63076232639,9218.387499999999,6524.559265232261,66078.67499999999,7.4,13,3.3,0.945
CBRE_00144,2024-05-18,2024-05,0.99,34.95414131240666,85358.69591815938,8779.416666666666,5719.72323387387,64467.0,7.0,4,2.9,0.963
CBRE_00144,2024-06-17,2024-06,0.8991892441214898,34.94609893223756,82818.68373570671,8340.445833333333,5922.754237607367,62855.325,6.7,8,3.4,0.955
CBRE_00144,2024-07-17,2024-07,0.8913553060421213,34.44311666852157,85114.98137667538,8019.096880292484,5691.075328801097,61675.49701471143,6.8,8,3.7,0.979
CBRE_00144,2024-08-16,2024-08,0.9429268844651506,35.05328700430325,82144.80403208535,7901.474999999999,6182.983051171505,61243.649999999994,8.4,7,8.5,0.989
CBRE_00144,2024-09-15,2024-09,0.9292063170822968,34.770153126208164,83743.1337002883,8019.096880292484,5197.269204882126,61675.49701471143,7.2,5,6.1,0.969
CBRE_00144,2024-10-15,2024-10,0.9231754163004098,34.63505340660206,85482.27726519266,8340.445833333333,5733.439093345173,62855.325,7.8,6,3.8,0.959
CBRE_00144,2024-11-14,2024-11,0.9574881925318262,34.816047826287196,88668.11160512028,8779.416666666666,5977.966461012935,64467.0,7.9,15,7.2,0.96
CBRE_00144,2024-12-14,2024-12,0.9314265278771497,34.288477663714644,86667.8521511533,9218.387499999999,5752.508443388011,66078.67499999999,7.5,3,4.8,0.971
CBRE_00144,2025-01-13,2025-01,0.99,34.62728495205274,101444.54409663023,9539.736453040849,6798.722989577279,67258.50298528856,7.6,8,9.1,0.973
CBRE_00144,2025-02-12,2025-02,0.9767785414710908,35.026279071369274,95005.20786202794,9657.358333333334,4805.506785050162,67690.35,8.6,4,6.0,0.957
CBRE_00144,2025-03-14,2025-03,0.9431812674798603,34.38874031694366,90689.58385656311,9539.736453040849,5585.877136464574,67258.50298528856,8.2,8,6.6,0.944
CBRE_00144,2025-04-13,2025-04,0.9273643839211021,34.6636082530587,95132.18714381843,9218.387499999999,6249.381496312711,66078.67499999999,9.0,5,8.2,0.959
CBRE_00144,2025-05-13,2025-05,0.9324078873307288,35.14413775311116,88799.50209087883,8779.416666666666,5079.385662499493,64467.0,7.0,9,4.1,0.95
CBRE_00144,2025-06-12,2025-06,0.9345519066370221,35.10367150686521,88906.73452455278,8340.445833333333,7182.290055040864,62855.325000000004,8.4,6,9.9,0.957
CBRE_00144,2025-07-12,2025-07,0.9541814765064608,35.05587695578503,88068.88550282017,8019.096880292484,5868.987681585533,61675.49701471143,7.1,12,5.2,0.987
CBRE_00144,2025-08-11,2025-08,0.8862678582789255,35.271389441532044,82014.45572813884,7901.474999999999,5617.584733517042,61243.649999999994,6.7,9,4.5,0.987
CBRE_00144,2025-09-10,2025-09,0.92145955131477,35.51016262865071,85256.6719208488,8019.096880292483,6152.622769250221,61675.49701471143,7.4,8,8.5,0.951
CBRE_00144,2025-10-10,2025-10,0.9342855063274527,35.78379169324604,86399.00635195075,8340.445833333331,5941.083651533818,62855.325,7.1,7,3.7,0.98
CBRE_00145,2023-11-20,2023-11,0.8030722983307194,33.97407979480674,108219.13111286947,15306.416666666666,12100.927757827783,137954.75,6.5,13,9.2,0.953
CBRE_00145,2023-12-20,2023-12,0.8513435130729711,34.112225962757556,109371.77263857024,16071.7375,14693.504661782557,141403.61875,7.4,5,7.0,0.959
