property_id,property_name,address,city,state,zip_code,market,submarket,property_type,building_class,total_sqft,rentable_sqft,num_floors,year_built,building_age,last_renovated,parking_spaces,parking_ratio,property_value,value_per_sqft,noi_annual,noi_per_sqft,cap_rate,base_rent_psf,effective_rent_psf,potential_rental_income,effective_rental_income,occupancy_rate,occupied_sqft,vacant_sqft,market_vacancy_rate,opex_total_annual,opex_per_sqft,property_tax_annual,insurance_annual,utilities_annual,maintenance_annual,management_fee_annual,cam_annual,num_tenants,walt_years,walt_months,lease_expiry_next_12mo_sqft,avg_tenant_size_sqft,largest_tenant_sqft,tenant_concentration_risk,loan_amount,loan_to_value,debt_service_coverage_ratio,debt_yield,leed_certified,leed_level,energy_star_score,energy_star_certified,annual_energy_use_kbtu,energy_cost_annual,energy_cost_psf,water_usage_gallons,water_cost_annual,waste_diversion_rate,ghg_emissions_mtco2e,market_tier,market_rent_growth_yoy,market_cap_rate,market_absorption_sf,maintenance_risk_score,tenant_risk_score,market_risk_score,esg_risk_score,management_company,acquisition_date,last_appraisal_date,last_inspection_date
CBRE_00114,Mixed Use at San Antonio - 114,5665 Business Blvd,San Antonio,TX,18802,San Antonio,San Antonio_Zone_4,Mixed Use,C,87039,80075,20,2019,5,,261,4.0,-414700.74,-4.76,-30729.32,-0.35,0.0741,13.9,12.51,1209511.53,1081646.45,0.913,79426,7613,0.109,1112375.77,12.78,392485.2,49999.71,163492.46,199199.32,44148.83,263050.25,16,3.08,37.0,26112,4964,25925,0.28,-270800.47,0.577,1.43,0.083,False,,47,False,4090456,324218,2.47,1778007,50289,0.31,648.78,2,0.024,0.0741,34177,0.54,0.18,0.39,0.57,Colliers,2019-09-21,2023-09-13,2023-08-10
CBRE_00115,Data Center at New York - 115,1145 Business St,New York,NY,24626,New York,New York_Zone_5,Data Center,A,24265,22324,2,2001,23,2021.0,72,2.97,26968121.06,1111.41,1409084.33,58.07,0.0522,83.99,75.59,2038087.4,1761662.1,0.882,21402,2863,0.118,352577.78,14.53,85491.44,8958.21,84089.07,50044.62,71904.58,52089.87,2,7.91,94.9,3068,10701,6814,0.261,17939184.22,0.687,1.41,0.114,False,,74,False,3289726,48609,2.75,450389,11822,0.23,180.73,1,0.017,0.0522,63910,0.3,0.21,0.53,0.51,Newmark,2022-06-14,2024-03-14,2023-06-06
CBRE_00116,Office at Dallas - 116,6101 Main St,Dallas,TX,14567,Dallas,Dallas_Zone_1,Office,A,147106,135337,20,2014,10,,294,3.0,29808888.81,202.64,2146239.99,14.59,0.072,34.07,30.66,5011808.93,3852240.69,0.784,115378,31728,0.192,1706000.69,11.6,430006.23,61944.39,242137.22,311282.19,157234.31,503396.35,16,2.0,24.0,44132,7211,30350,0.211,20666379.66,0.668,1.18,0.101,False,,80,True,6594658,531955,2.64,2712107,54086,0.17,1048.86,1,0.043,0.072,61374,0.19,0.29,0.5,0.51,CBRE,2023-01-08,2023-12-29,2024-04-18
CBRE_00117,Industrial at San Antonio - 117,3705 Market St,San Antonio,TX,88282,San Antonio,San Antonio_Zone_4,Industrial,A,63154,58102,1,1971,53,2004.0,252,2.0,-2068486.03,-32.75,-128246.13,-2.03,0.062,10.2,9.18,644377.26,601066.25,0.952,60111,3043,0.065,729312.38,11.55,314232.69,48988.36,112037.61,79855.79,24533.32,149664.62,1,1.96,23.5,18946,60111,60111,0.224,-1548150.08,0.579,1.72,0.114,False,,47,False,2578024,216988,2.57,940628,13417,0.21,444.83,2,0.022,0.062,69303,0.69,0.55,0.36,0.61,Newmark,2022-07-20,2023-11-17,2023-06-28
CBRE_00118,Retail at Houston - 118,9296 Market Ave,Houston,TX,53459,Houston,Houston_Zone_3,Retail,B,41340,38033,2,1971,53,1977.0,123,2.98,2287995.29,55.35,160159.67,3.87,0.07,19.57,17.61,808981.55,735701.74,0.928,38363,2977,0.062,575542.07,13.92,198613.97,31195.31,129777.0,86775.35,30028.64,99151.8,2,3.61,43.3,11451,19181,8730,0.479,1233099.77,0.637,1.22,0.095,False,,49,False,1915682,85972,2.55,1006001,31922,0.36,223.62,1,0.02,0.07,42046,0.88,0.28,0.48,0.55,Colliers,2023-10-07,2024-07-20,2024-08-31
CBRE_00119,Retail at Austin - 119,2730 Market Way,Austin,TX,45929,Austin,Austin_Zone_2,Retail,B,21319,19614,2,2003,21,2021.0,42,2.96,4729600.71,221.85,307424.05,14.42,0.065,30.25,27.23,644931.72,599355.26,0.948,20217,1102,0.048,291931.21,13.69,83141.13,11195.69,54624.94,40650.08,24463.48,77855.89,5,6.15,73.8,3465,4043,4255,0.36,3467928.44,0.647,1.6,0.11,False,,50,False,1110382,50875,2.94,364300,9102,0.21,129.39,1,0.04,0.065,54291,0.4,0.08,0.43,0.6,Cushman & Wakefield,2021-10-27,2024-05-26,2024-03-22
CBRE_00120,Retail at Los Angeles - 120,4312 Market Plaza,Los Angeles,CA,33345,Los Angeles,Los Angeles_Zone_2,Retail,C,28214,25957,1,1998,26,2013.0,56,1.98,5704698.31,202.2,330872.5,11.73,0.058,24.91,22.42,702912.47,651928.7,0.946,26701,1512,0.068,321056.2,11.38,81648.21,9730.3,93715.75,25622.55,26609.33,83730.05,5,2.72,32.7,8464,5340,6967,0.219,3282288.11,0.65,1.32,0.116,False,,43,False,1145647,56644,3.0,528918,15444,0.2,119.01,1,0.022,0.058,19863,0.76,0.24,0.49,0.62,Newmark,2022-12-15,2024-06-21,2024-12-29
CBRE_00121,Multifamily at Austin - 121,7111 Market Blvd,Austin,TX,67204,Austin,Austin_Zone_4,Multifamily,B,94872,87282,19,2001,23,2021.0,188,2.97,21561722.08,227.27,1392887.25,14.68,0.0646,34.09,30.68,3233970.11,2728705.23,0.861,81683,13189,0.153,1335817.98,14.08,448617.14,55450.71,286926.75,178839.24,111375.72,254608.42,94,0.59,7.1,28462,869,20320,0.299,14818094.87,0.589,1.69,0.087,False,,47,False,4382092,293287,2.41,1364136,61588,0.4,562.63,1,0.035,0.0646,48251,0.48,0.34,0.47,0.54,CBRE,2018-03-09,2024-12-30,2024-07-09
CBRE_00122,Retail at Dallas - 122,7589 Park Way,Dallas,TX,42355,Dallas,Dallas_Zone_3,Retail,B,55966,51489,2,2001,23,2007.0,110,2.95,5923575.43,105.84,402803.13,7.2,0.068,19.51,17.56,1092171.23,1022726.31,0.956,53477,2489,0.054,619923.18,11.08,112091.18,17888.68,193339.69,68680.7,41743.93,186179.0,3,7.06,84.7,7930,17826,8937,0.325,3846343.95,0.598,1.55,0.114,False,,58,False,2514463,209275,2.18,1211783,39654,0.28,264.57,1,0.034,0.068,34549,0.42,0.13,0.46,0.55,Colliers,2016-06-18,2024-11-23,2023-10-20
CBRE_00123,Office at San Antonio - 123,6765 Main Plaza,San Antonio,TX,55689,San Antonio,San Antonio_Zone_1,Office,A,78882,72572,10,1994,30,2015.0,312,2.97,10449290.75,132.47,815044.68,10.33,0.078,31.76,28.58,2505245.76,1989885.01,0.81,63934,14948,0.156,1174840.33,14.89,315591.7,40837.32,268692.73,163986.28,81219.8,304512.5,3,3.14,37.7,23665,21311,22562,0.167,7084039.05,0.725,1.65,0.085,False,,68,False,3681535,271534,2.37,1177383,38836,0.26,323.34,2,0.026,0.078,18278,0.34,0.3,0.39,0.52,JLL,2017-01-09,2024-06-05,2024-04-13
CBRE_00124,Mixed Use at Austin - 124,6061 Commerce Plaza,Austin,TX,25734,Austin,Austin_Zone_2,Mixed Use,A,86796,79852,14,2000,24,2010.0,172,3.96,33937112.33,391.0,2192337.46,25.26,0.0646,46.57,41.91,4042208.33,3379450.26,0.853,74046,12750,0.153,1187112.8,13.68,245654.73,50262.16,190430.26,229074.07,137936.75,333754.83,15,2.57,30.8,26039,4936,24818,0.062,21070688.37,0.607,1.21,0.084,False,,66,False,4925611,215222,2.39,1525320,57394,0.19,368.69,1,0.044,0.0646,57542,0.29,0.23,0.47,0.55,CBRE,2017-01-07,2023-02-26,2023-06-29
CBRE_00125,Industrial at Dallas - 125,8634 Business Blvd,Dallas,TX,51136,Dallas,Dallas_Zone_3,Industrial,B,135188,124373,1,2019,5,,405,3.0,-5989143.07,-44.3,-347370.3,-2.57,0.058,7.66,6.9,1035808.37,943503.8,0.929,125654,9534,0.074,1290874.1,9.55,286568.03,70911.63,358955.83,175670.92,38510.36,360257.32,1,1.63,19.5,40557,125654,125654,0.747,-4264541.62,0.671,1.4,0.088,True,Certified,91,True,4287220,316276,2.19,2201820,36228,0.39,633.72,1,0.036,0.058,52820,0.26,0.58,0.46,0.23,Newmark,2023-11-28,2023-01-13,2023-12-05
CBRE_00126,Industrial at Los Angeles - 126,3144 Business Way,Los Angeles,CA,85148,Los Angeles,Los Angeles_Zone_5,Industrial,C,148028,136186,2,2021,3,,592,3.0,-3026410.71,-20.44,-151320.54,-1.02,0.05,11.67,10.5,1727369.7,1627228.05,0.961,142292,5736,0.038,1778548.59,12.01,678264.92,95842.1,225165.76,164872.82,66417.47,547985.51,1,1.76,21.2,44408,142292,142292,0.744,-1873592.12,0.667,1.49,0.092,True,Certified,88,True,5441021,341903,2.75,1944430,91404,0.49,1151.19,1,0.032,0.05,27230,0.42,0.56,0.48,0.21,Colliers,2018-06-14,2023-08-25,2023-08-07
CBRE_00127,Mixed Use at Los Angeles - 127,198 Market Way,Los Angeles,CA,37105,Los Angeles,Los Angeles_Zone_2,Mixed Use,A,105207,96791,8,2018,6,,210,3.99,59707294.1,567.52,3516759.62,33.43,0.0589,51.13,46.02,5379493.16,4630911.59,0.878,92416,12792,0.136,1114151.97,10.59,213184.83,51663.76,221316.0,122219.82,189016.8,316750.75,12,2.33,27.9,31562,7701,35611,0.068,34811927.67,0.675,1.8,0.117,False,,84,True,4639225,378325,3.48,1152748,45485,0.22,539.83,1,0.022,0.0589,74243,0.16,0.25,0.52,0.48,JLL,2016-07-26,2023-11-05,2024-10-19
CBRE_00128,Multifamily at New York - 128,8052 Business Way,New York,NY,94335,New York,New York_Zone_3,Multifamily,B,80206,73789,4,2015,9,,320,3.99,56314487.28,702.13,2942431.96,36.69,0.0522,56.15,50.54,4503654.92,3860845.16,0.875,70161,10045,0.118,918413.2,11.45,267383.23,53832.83,156935.4,74152.85,157585.52,208523.38,80,0.64,7.6,24062,877,20649,0.504,36397416.34,0.564,1.94,0.085,False,,61,False,3769363,241892,3.5,1175873,40800,0.3,595.71,1,0.022,0.0522,61112,0.37,0.34,0.53,0.53,Colliers,2017-08-17,2024-04-22,2024-02-24
CBRE_00129,Multifamily at New York - 129,264 Market St,New York,NY,69342,New York,New York_Zone_1,Multifamily,B,30332,27906,20,2019,5,,90,1.98,21654004.22,713.89,1131421.72,37.3,0.0522,57.66,51.9,1749011.66,1564617.12,0.913,27688,2644,0.118,433195.4,14.28,110687.06,15426.45,98746.67,33671.65,63861.92,110801.64,30,0.73,8.8,9100,923,10091,0.171,15049793.25,0.618,1.34,0.087,True,Gold,94,True,1188717,117685,2.69,752903,14897,0.74,143.07,1,0.027,0.0522,86268,0.36,0.32,0.53,0.11,Colliers,2022-07-01,2024-02-09,2024-01-27
CBRE_00130,Office at San Antonio - 130,5597 Business Plaza,San Antonio,TX,91515,San Antonio,San Antonio_Zone_2,Office,C,66428,61114,16,1985,39,2020.0,198,1.99,909541.96,13.69,70944.27,1.07,0.078,15.51,13.96,1030468.39,897517.4,0.889,59038,7390,0.156,826573.13,12.44,287198.71,24393.48,161781.56,126800.82,36633.36,189765.19,8,1.44,17.3,19928,7380,22050,0.244,570500.88,0.613,1.39,0.118,False,,35,False,3131544,209890,2.57,942290,29426,0.26,531.1,2,0.023,0.078,53651,0.81,0.32,0.39,0.63,Newmark,2017-01-14,2024-07-05,2023-11-19
CBRE_00131,Multifamily at Chicago - 131,4478 Commerce St,Chicago,IL,21182,Chicago,Chicago_Zone_2,Multifamily,B,149705,137728,8,1995,29,2003.0,596,1.99,24443506.11,163.28,1625493.16,10.86,0.0665,26.14,23.53,3913904.52,3163325.33,0.825,123465,26240,0.141,1537832.18,10.27,302186.73,105593.01,508507.96,144680.7,129115.32,347748.46,149,0.96,11.5,44911,829,25099,0.234,14027040.64,0.523,1.72,0.085,False,,64,False,7172506,544084,2.03,3508465,32541,0.34,742.32,1,0.013,0.0665,47050,0.5,0.33,0.55,0.51,Colliers,2016-02-23,2024-12-26,2023-07-30
CBRE_00132,Industrial at Los Angeles - 132,6754 Market Way,Los Angeles,CA,45208,Los Angeles,Los Angeles_Zone_3,Industrial,B,143567,132082,2,1990,34,2003.0,429,3.98,-3947814.55,-27.5,-197390.73,-1.37,0.05,12.36,11.13,1775139.68,1667648.65,0.959,137626,5941,0.038,1865039.38,12.99,507263.02,75050.99,493000.43,186602.67,68067.29,535054.99,4,1.22,14.7,43070,34407,41274,0.079,-2292683.12,0.722,1.29,0.087,False,,52,False,4556075,321456,2.46,1664830,99499,0.14,654.07,1,0.029,0.05,52875,0.48,0.35,0.48,0.61,JLL,2022-04-19,2023-05-13,2024-09-11
CBRE_00133,Office at Los Angeles - 133,3350 Commerce Blvd,Los Angeles,CA,18061,Los Angeles,Los Angeles_Zone_2,Office,B,73297,67433,12,2005,19,2021.0,292,2.99,26877627.31,366.7,1666412.89,22.74,0.062,46.9,42.21,3437906.42,2599295.2,0.771,56549,16748,0.195,932882.31,12.73,235673.34,22088.32,234542.28,115174.05,106093.68,219310.63,8,1.18,14.2,21989,7069,20001,0.295,19336384.48,0.522,1.76,0.091,False,,62,False,4451118,252495,2.01,1292740,20786,0.28,547.15,1,0.031,0.062,48215,0.43,0.37,0.54,0.53,Newmark,2021-06-29,2023-06-17,2024-11-18
CBRE_00134,Industrial at New York - 134,8518 Market St,New York,NY,39113,New York,New York_Zone_4,Industrial,B,181317,166812,2,2015,9,,362,3.99,10397516.62,57.34,499080.8,2.75,0.048,15.37,13.83,2786488.53,2606124.14,0.954,173042,8276,0.042,2107043.34,11.62,462104.2,75464.64,502478.2,315961.89,106372.41,644661.99,2,1.44,17.3,54395,86521,68670,0.187,5605202.8,0.688,1.63,0.091,False,,65,False,6281211,483674,3.16,4231042,98198,0.34,1183.44,1,0.022,0.048,82082,0.28,0.42,0.5,0.5,JLL,2017-04-18,2023-03-07,2023-03-11
CBRE_00135,Office at Chicago - 135,4032 Market Way,Chicago,IL,36183,Chicago,Chicago_Zone_5,Office,B,46157,42464,27,2006,18,2011.0,92,2.99,7776153.67,168.47,544330.76,11.79,0.07,30.06,27.05,1387486.76,1093796.77,0.804,37129,9027,0.201,549466.02,11.9,114960.66,20865.68,126571.43,67051.81,44644.77,175371.67,3,3.48,41.8,13258,12376,13058,0.437,4858514.47,0.574,1.38,0.097,False,,59,False,3045376,112653,2.21,866616,22761,0.29,281.41,1,0.02,0.07,58339,0.42,0.28,0.56,0.54,Colliers,2022-08-22,2023-10-28,2024-10-21
CBRE_00136,Retail at Miami - 136,7270 Main Blvd,Miami,FL,23303,Miami,Miami_Zone_5,Retail,A,40271,37050,2,2009,15,2017.0,160,1.99,21049226.22,522.68,1262953.57,31.36,0.06,50.01,45.01,2014024.45,1874506.11,0.95,38247,2025,0.052,611552.54,15.19,189204.4,14770.21,91552.62,80886.72,76510.45,158628.14,16,4.71,56.5,8550,2390,15281,0.353,10638518.69,0.523,1.73,0.115,False,,73,False,1944026,123971,2.51,866565,26220,0.23,255.86,1,0.031,0.06,22154,0.21,0.06,0.45,0.51,JLL,2015-05-06,2024-05-06,2024-05-23
CBRE_00137,Retail at Chicago - 137,2402 Park Blvd,Chicago,IL,77819,Chicago,Chicago_Zone_2,Retail,A,23831,21925,1,2023,1,,46,2.9,4074723.23,170.98,268931.73,11.28,0.066,29.1,26.19,693382.51,631671.43,0.93,22153,1678,0.075,362739.7,15.22,114257.13,11179.58,79304.3,53010.34,25782.51,79205.85,1,6.74,80.8,3538,22153,22153,0.145,2766468.06,0.743,1.99,0.1,False,,87,True,1312897,82781,3.0,443055,6728,0.31,184.71,1,0.016,0.066,88587,0.1,0.36,0.52,0.44,Colliers,2015-07-19,2024-01-06,2024-03-23
CBRE_00138,Multifamily at Los Angeles - 138,3915 Business Plaza,Los Angeles,CA,59999,Los Angeles,Los Angeles_Zone_4,Multifamily,B,76843,70695,16,2000,24,2020.0,228,3.96,24311661.07,316.38,1431956.84,18.63,0.0589,34.3,30.87,2635542.61,2220443.89,0.86,66061,10782,0.136,788487.06,10.26,174745.01,52124.23,204775.96,83597.42,90630.36,182614.07,76,0.5,6.0,23053,869,23443,0.197,12317553.93,0.684,1.68,0.103,False,,51,False,3539400,257459,2.41,1174712,21183,0.28,347.29,1,0.028,0.0589,27072,0.41,0.35,0.52,0.57,Cushman & Wakefield,2015-03-08,2023-01-06,2024-09-28
CBRE_00139,Industrial at Los Angeles - 139,4241 Commerce Ave,Los Angeles,CA,33350,Los Angeles,Los Angeles_Zone_3,Industrial,C,138631,127540,2,2013,11,2023.0,276,2.99,-295203.39,-2.13,-14760.17,-0.11,0.05,11.97,10.77,1658881.32,1580376.34,0.972,134766,3865,0.038,1595136.51,11.51,588150.31,100566.54,287280.73,190266.75,64505.16,364367.03,1,3.39,40.7,40902,134766,134766,0.214,-164006.35,0.552,1.79,0.09,False,,53,False,5618860,436391,2.7,3117866,68767,0.15,1060.05,1,0.031,0.05,16694,0.59,0.45,0.48,0.61,CBRE,2021-01-17,2023-06-25,2024-08-13
CBRE_00140,Office at San Antonio - 140,4502 Park Ave,San Antonio,TX,54565,San Antonio,San Antonio_Zone_3,Office,B,67712,62295,34,2023,1,,134,1.98,6809505.3,100.57,531141.41,7.84,0.078,23.66,21.29,1602116.62,1259640.87,0.802,54324,13388,0.156,728499.46,10.76,272910.38,30524.11,127068.62,98561.71,51413.91,148020.72,6,1.72,20.7,20314,9054,9474,0.083,4557472.96,0.671,1.68,0.091,True,Silver,90,True,3037433,197119,3.78,1255546,47360,0.31,539.43,2,0.025,0.078,24776,0.28,0.34,0.39,0.26,JLL,2015-08-26,2023-02-28,2023-04-09
CBRE_00141,Office at Miami - 141,8653 Park Plaza,Miami,FL,30104,Miami,Miami_Zone_1,Office,A,66646,61314,21,2019,5,,132,2.97,47558994.54,713.6,3091334.64,46.38,0.065,69.05,62.14,4601791.54,3889217.3,0.862,57476,9170,0.142,797882.65,11.97,231110.1,27249.92,110406.3,123971.76,158743.56,146401.01,8,3.04,36.4,19994,7184,12472,0.237,32332841.61,0.507,1.47,0.105,True,Gold,100,True,3146642,242992,2.47,1318543,29532,0.35,425.48,1,0.029,0.065,65837,0.18,0.22,0.48,0.22,CBRE,2023-05-04,2024-04-05,2024-12-08
CBRE_00142,Industrial at San Antonio - 142,4775 Commerce Ave,San Antonio,TX,54722,San Antonio,San Antonio_Zone_5,Industrial,B,97174,89400,2,2021,3,,388,3.99,-6290652.61,-64.74,-390020.46,-4.01,0.062,7.01,6.31,680807.48,616144.98,0.923,89740,7435,0.065,1006165.45,10.35,233921.82,76643.29,333182.43,84727.84,25148.77,252541.28,2,1.08,13.0,29152,44870,31877,0.227,-4058679.66,0.732,1.57,0.114,True,Gold,98,True,3327485,332061,3.46,1225316,40495,0.46,636.42,2,0.023,0.062,60916,0.34,0.45,0.36,0.19,CBRE,2020-09-04,2023-11-09,2023-05-06
CBRE_00143,Mixed Use at Houston - 143,3026 Main Plaza,Houston,TX,91171,Houston,Houston_Zone_1,Mixed Use,B,33995,31275,21,2020,4,,132,1.94,3118687.36,91.74,222206.47,6.54,0.0712,20.44,18.4,694821.72,567474.31,0.833,28331,5664,0.157,345267.83,10.16,132242.46,17292.97,60804.28,42642.41,23162.22,69123.5,2,3.62,43.5,9389,14165,6682,0.148,1898729.16,0.631,1.32,0.11,True,Gold,97,True,1867291,77884,3.76,477217,26834,0.78,188.05,1,0.023,0.0712,52806,0.27,0.31,0.51,0.08,JLL,2020-11-23,2024-11-19,2023-10-09
CBRE_00144,Retail at Miami - 144,205 Main Plaza,Miami,FL,54247,Miami,Miami_Zone_2,Retail,B,45828,42162,1,2003,21,2018.0,90,2.95,17523112.71,382.37,1051386.76,22.94,0.06,38.27,34.45,1754005.48,1622740.76,0.944,43264,2564,0.052,571354.0,12.47,140977.48,36562.64,112753.8,71305.93,66234.32,143519.83,3,7.43,89.2,6164,14421,7373,0.225,10894242.76,0.734,1.69,0.116,True,Gold,83,True,2161478,105353,3.86,773604,14160,0.79,238.74,1,0.028,0.06,73359,0.54,0.13,0.45,0.13,Colliers,2018-04-24,2023-02-03,2023-05-11
CBRE_00145,Office at Miami - 145,1296 Business Blvd,Miami,FL,42463,Miami,Miami_Zone_3,Office,C,72379,66589,8,1996,28,2022.0,288,3.98,19651096.87,271.5,1277321.3,17.65,0.065,37.81,34.03,2736344.95,2251729.61,0.84,60776,11603,0.142,974408.32,13.46,238093.0,32803.67,247856.33,177091.9,91907.33,186656.09,4,3.07,36.9,21714,15194,21280,0.271,14370181.74,0.592,1.24,0.108,False,,43,False,3661511,183677,4.0,1655457,32191,0.2,573.32,1,0.041,0.065,52402,0.75,0.27,0.48,0.62,JLL,2022-11-20,2024-03-12,2023-11-19
CBRE_00146,Retail at Dallas - 146,5157 Commerce Way,Dallas,TX,70663,Dallas,Dallas_Zone_5,Retail,C,25756,23696,1,1999,25,2012.0,50,3.88,1606417.27,62.37,109236.37,4.24,0.068,18.71,16.84,481982.9,448268.2,0.949,24443,1313,0.054,339031.82,13.16,111150.32,13958.18,84867.75,54743.85,18296.66,56015.06,3,7.59,91.1,3392,8148,4784,0.403,1005067.06,0.564,1.75,0.081,False,,46,False,1013516,82386,2.68,625865,19109,0.34,176.55,1,0.042,0.068,49046,0.69,0.13,0.46,0.57,CBRE,2019-04-10,2024-01-21,2024-09-24
CBRE_00147,Multifamily at Austin - 147,1538 Main Ave,Austin,TX,13543,Austin,Austin_Zone_1,Multifamily,B,107202,98626,21,2019,5,,321,2.99,24196408.02,225.71,1563087.96,14.58,0.0646,31.26,28.13,3350672.6,2750168.97,0.838,89785,17417,0.153,1187081.02,11.07,241351.28,66629.2,324292.82,171071.27,112251.79,271484.65,107,0.5,6.0,32161,839,19319,0.126,14805194.64,0.525,1.16,0.105,True,Silver,82,True,5332426,407982,3.39,1227419,39075,0.62,566.05,1,0.049,0.0646,53615,0.34,0.36,0.47,0.19,Newmark,2015-05-26,2024-05-30,2023-03-31
CBRE_00148,Office at New York - 148,5659 Market St,New York,NY,49500,New York,New York_Zone_2,Office,B,49781,45799,31,2015,9,,196,2.95,33238010.04,667.68,1828090.55,36.72,0.055,63.93,57.53,3182332.6,2592816.56,0.831,41387,8394,0.168,764726.01,15.36,221222.54,38236.21,125799.5,120740.86,105829.25,152897.64,4,2.72,32.7,14934,10347,14970,0.142,21378459.63,0.56,1.82,0.099,True,Platinum,98,True,2556228,110198,2.48,1206663,19069,0.73,232.75,1,0.021,0.055,59724,0.35,0.29,0.54,0.1,Newmark,2016-06-07,2023-01-21,2024-11-20
CBRE_00149,Industrial at San Antonio - 149,8528 Park Way,San Antonio,TX,25385,San Antonio,San Antonio_Zone_1,Industrial,B,42025,38663,2,1989,35,2007.0,126,3.0,-2370983.04,-56.42,-147000.95,-3.5,0.062,6.91,6.22,290448.52,263257.06,0.925,38868,3157,0.065,410258.01,9.76,110020.3,27511.67,64815.34,47903.59,10745.19,149261.92,1,1.68,20.1,12608,38868,38868,0.383,-1352525.71,0.567,1.59,0.089,False,,36,False,1249404,94447,3.17,883427,16513,0.28,173.93,2,0.024,0.062,49731,0.59,0.58,0.36,0.62,Colliers,2020-02-07,2023-07-01,2023-03-27
CBRE_00150,Office at Miami - 150,8505 Commerce Plaza,Miami,FL,62389,Miami,Miami_Zone_3,Office,A,96616,88887,37,1998,26,2021.0,384,2.98,63238416.37,654.53,4110497.06,42.54,0.065,69.43,62.48,6707794.58,5435590.01,0.827,79889,16726,0.142,1325092.94,13.72,367965.55,64130.58,167175.66,181849.45,221860.82,322110.88,8,1.99,23.8,28985,9986,14148,0.361,39324410.95,0.656,1.95,0.103,False,,66,False,5399360,202956,2.13,1237670,21206,0.11,673.74,1,0.043,0.065,59587,0.31,0.3,0.48,0.58,Colliers,2018-01-14,2023-05-29,2024-11-30
CBRE_00151,Data Center at New York - 151,4591 Main Plaza,New York,NY,39283,New York,New York_Zone_4,Data Center,A,60979,56101,2,2001,23,2018.0,180,2.95,52530374.76,861.44,2744712.08,45.01,0.0522,68.72,61.85,4190552.98,3604513.99,0.878,53522,7457,0.118,859801.91,14.1,240785.17,27520.73,147568.01,129795.58,147123.02,167009.41,7,3.89,46.7,15662,7646,17703,0.054,29430987.49,0.504,1.46,0.084,False,,60,False,8257214,133242,2.2,791828,48778,0.26,244.45,1,0.024,0.0522,51071,0.3,0.16,0.53,0.55,CBRE,2020-12-03,2024-08-27,2023-02-11
CBRE_00152,Industrial at San Antonio - 152,3083 Main Ave,San Antonio,TX,66411,San Antonio,San Antonio_Zone_4,Industrial,B,158864,146155,2,2016,8,,632,2.98,-12365722.44,-77.84,-766674.79,-4.83,0.062,7.38,6.64,1172697.08,1057118.26,0.92,146130,12735,0.065,1823793.05,11.48,647776.2,67003.3,534311.52,128692.47,43147.68,402861.88,1,2.12,25.4,47659,146130,146130,0.289,-6195103.11,0.625,1.48,0.119,False,,59,False,4802189,430254,2.84,2519653,95239,0.34,772.41,2,0.026,0.062,50045,0.32,0.55,0.36,0.52,JLL,2017-11-30,2023-06-22,2023-08-22
CBRE_00153,Office at Houston - 153,5678 Market St,Houston,TX,64703,Houston,Houston_Zone_2,Office,A,119158,109625,27,2002,22,2018.0,357,3.0,20144246.87,169.06,1510818.52,12.68,0.075,30.79,27.71,3668551.06,2868389.54,0.798,95069,24089,0.224,1357571.02,11.39,244779.04,59598.54,309780.86,229899.88,117077.12,396435.58,9,4.2,50.4,28376,10563,16575,0.372,10402620.46,0.637,1.65,0.106,False,,57,False,5913163,325197,3.69,1540012,82948,0.16,744.81,1,0.032,0.075,75668,0.35,0.16,0.54,0.59,Colliers,2021-05-25,2024-05-24,2024-07-05
CBRE_00154,Office at Miami - 154,5227 Park Way,Miami,FL,18998,Miami,Miami_Zone_3,Office,A,53686,49392,11,1982,42,2021.0,106,2.96,29991420.7,558.64,1949442.35,36.31,0.065,60.96,54.86,3272653.52,2628348.73,0.82,43997,9690,0.142,678906.39,12.65,158866.91,39408.48,175152.1,81886.85,107279.54,116312.5,5,3.9,46.8,13761,8799,10805,0.055,21059971.45,0.59,1.6,0.107,False,,58,False,2680439,137171,3.87,1119524,29330,0.11,353.84,1,0.027,0.065,53852,0.53,0.2,0.48,0.6,Cushman & Wakefield,2017-04-04,2023-08-27,2023-10-29
CBRE_00155,Industrial at Dallas - 155,879 Market Blvd,Dallas,TX,29276,Dallas,Dallas_Zone_4,Industrial,B,215684,198430,1,1999,25,2009.0,860,3.99,-6716123.04,-31.14,-389535.14,-1.81,0.058,8.17,7.35,1761611.02,1632912.11,0.946,204007,11677,0.074,2022447.24,9.38,455676.12,142047.74,555643.81,266185.0,66649.47,536245.1,1,2.75,33.0,64705,204007,204007,0.169,-4359198.01,0.677,1.16,0.101,False,,48,False,6152484,676917,3.84,5289937,113090,0.37,1258.05,1,0.044,0.058,40516,0.49,0.5,0.46,0.55,Cushman & Wakefield,2016-10-18,2023-05-10,2023-05-21
CBRE_00156,Retail at Miami - 156,4558 Market Blvd,Miami,FL,70213,Miami,Miami_Zone_5,Retail,B,48784,44881,3,2010,14,2023.0,192,3.94,20891327.65,428.24,1253479.66,25.69,0.06,42.04,37.84,2051090.46,1933132.49,0.962,46917,1867,0.052,679652.83,13.93,231617.23,29647.33,91976.61,83841.33,78903.37,163666.97,6,5.21,62.5,9372,7819,17501,0.478,14797283.81,0.607,1.7,0.109,True,Silver,84,True,2466916,111277,2.89,898679,34609,0.83,281.71,1,0.048,0.06,50087,0.38,0.07,0.45,0.11,Colliers,2019-05-19,2024-09-26,2023-09-11
