tenant_id,property_id,tenant_name,industry,credit_rating,lease_sqft,lease_start_date,lease_end_date,lease_term_years,base_rent_psf,annual_rent,rent_escalation_rate,security_deposit,renewal_probability,payment_history_score,tenant_improvements_cost
T_01166,CBRE_00080,Legal Corp 1166,Government,BBB,16579,2022-04-21,2025-04-20,3,5.081365110604412,93551,0.037,183358,0.86,0.91,990595
T_01167,CBRE_00080,Manufacturing Corp 1167,Non-Profit,BB,18392,2019-12-21,2024-12-19,5,5.172070721907682,99139,0.026,203416,0.67,0.92,1065172
T_01168,CBRE_00080,Technology Corp 1168,Consulting,BB,16416,2021-02-03,2028-02-02,7,5.108233392776087,86162,0.021,181564,0.6,0.88,853200
T_01169,CBRE_00081,Healthcare Corp 1169,Manufacturing,BBB,20954,2018-11-20,2023-11-19,5,46.490049735461554,1020349,0.038,1871192,0.62,0.89,460271
T_01170,CBRE_00081,Education Corp 1170,Finance,A,12028,2020-08-20,2025-08-19,5,41.596875758272546,544518,0.033,1074071,0.89,0.99,429404
T_01171,CBRE_00081,Education Corp 1171,Finance,BB,14479,2020-07-20,2025-07-19,5,41.106531004807756,616145,0.036,1292958,0.78,0.99,340949
T_01172,CBRE_00081,Education Corp 1172,Consulting,A,8762,2018-11-30,2025-11-28,7,42.558560613946746,403485,0.028,782472,0.65,0.86,451378
T_01173,CBRE_00081,Retail Corp 1173,Finance,BBB,12667,2023-12-06,2030-12-04,7,46.68976907042853,595264,0.037,1131181,0.67,0.96,270237
T_01174,CBRE_00082,Education Corp 1174,Consulting,A,10221,2023-08-01,2028-07-30,5,59.08716808388771,677170,0.037,1330774,0.61,0.88,392562
T_01175,CBRE_00082,Education Corp 1175,Non-Profit,BBB,817,2018-04-21,2023-04-20,5,64.7646856086611,57022,0.025,106388,0.6,0.9,16659
T_01176,CBRE_00082,Consulting Corp 1176,Government,BBB,731,2018-11-21,2023-11-20,5,70.27410466983164,43537,0.031,95227,0.9,1.0,35070
T_01177,CBRE_00082,Manufacturing Corp 1177,Non-Profit,BBB,617,2019-06-22,2029-06-19,10,69.61958747436898,41077,0.031,80294,0.84,0.97,28233
T_01178,CBRE_00082,Government Corp 1178,Legal,BBB,909,2020-03-14,2025-03-13,5,60.97523363973131,54731,0.03,118373,0.66,0.94,41665
T_01179,CBRE_00082,Retail Corp 1179,Government,BBB,719,2019-12-30,2024-12-28,5,62.45404163197032,50184,0.028,93587,0.76,0.98,16936
T_01180,CBRE_00082,Government Corp 1180,Non-Profit,AA,624,2021-03-13,2026-03-12,5,59.926634778669154,39922,0.021,81202,0.69,0.88,24682
T_01181,CBRE_00082,Technology Corp 1181,Government,BB,358,2019-11-23,2026-11-21,7,69.24137776509325,23990,0.03,46643,0.68,0.89,11717
T_01182,CBRE_00082,Finance Corp 1182,Consulting,AA,377,2018-10-22,2028-10-19,10,65.83815022346168,24388,0.034,49094,0.81,0.87,17497
T_01183,CBRE_00082,Finance Corp 1183,Manufacturing,BB,777,2022-01-01,2028-12-30,7,61.731950384227204,55575,0.02,101184,0.68,0.97,21578
T_01184,CBRE_00082,Legal Corp 1184,Legal,BBB,840,2023-04-04,2033-04-01,10,71.23384078122716,53704,0.024,109341,0.78,0.95,32180
T_01185,CBRE_00082,Retail Corp 1185,Manufacturing,A,748,2018-09-19,2023-09-18,5,68.46888101209368,47099,0.036,97361,0.62,0.9,17778
T_01186,CBRE_00082,Retail Corp 1186,Education,BBB,410,2023-06-10,2030-06-08,7,66.31197487818893,25813,0.023,53410,0.84,0.85,13598
T_01187,CBRE_00082,Education Corp 1187,Technology,BB,503,2018-04-04,2023-04-03,5,61.977882778635404,33159,0.029,65521,0.88,0.91,27454
T_01188,CBRE_00082,Consulting Corp 1188,Legal,BB,351,2019-12-28,2022-12-27,3,61.648689671803275,22271,0.028,45638,0.9,0.87,16361
T_01189,CBRE_00082,Consulting Corp 1189,Finance,AAA,1038,2019-03-18,2029-03-15,10,69.54176594913699,73816,0.04,135164,0.76,0.98,25843
T_01190,CBRE_00082,Manufacturing Corp 1190,Retail,B,649,2019-11-21,2024-11-19,5,59.76740354194486,43865,0.039,84441,0.67,0.98,31079
T_01191,CBRE_00082,Finance Corp 1191,Education,A,361,2023-01-22,2028-01-21,5,60.06046728800035,22735,0.033,46945,0.68,0.92,13045
T_01192,CBRE_00082,Healthcare Corp 1192,Government,A,387,2021-01-18,2024-01-18,3,61.20047186031958,23232,0.024,50412,0.81,0.96,17970
T_01193,CBRE_00082,Retail Corp 1193,Retail,B,683,2021-01-09,2026-01-08,5,67.67505778967246,41984,0.026,88986,0.61,0.94,30427
T_01194,CBRE_00082,Legal Corp 1194,Non-Profit,BB,859,2022-12-19,2032-12-16,10,63.15968334968644,57433,0.034,111826,0.74,0.87,38020
T_01195,CBRE_00082,Consulting Corp 1195,Healthcare,BB,913,2022-04-13,2025-04-12,3,58.95512246616227,64992,0.02,118820,0.73,0.86,40920
T_01196,CBRE_00082,Legal Corp 1196,Government,AA,588,2022-08-25,2025-08-24,3,67.15974836049737,38678,0.022,76604,0.73,0.88,19568
T_01197,CBRE_00082,Legal Corp 1197,Legal,BB,1017,2022-08-26,2025-08-25,3,64.70187186276233,72756,0.035,132427,0.78,0.97,49017
T_01198,CBRE_00082,Legal Corp 1198,Consulting,BBB,521,2019-01-27,2029-01-24,10,63.65113623837447,35387,0.032,67869,0.82,0.98,29409
T_01199,CBRE_00082,Legal Corp 1199,Legal,BB,477,2023-11-26,2028-11-24,5,71.37385039935475,30323,0.034,62072,0.73,0.98,25897
T_01200,CBRE_00082,Legal Corp 1200,Legal,AA,983,2022-06-20,2025-06-19,3,58.90476169355775,62428,0.024,127956,0.77,0.93,33388
T_01201,CBRE_00082,Non-Profit Corp 1201,Retail,AA,876,2018-06-16,2023-06-15,5,69.60828713072614,58145,0.037,114053,0.9,0.93,49433
T_01202,CBRE_00082,Healthcare Corp 1202,Finance,AA,945,2020-05-05,2027-05-04,7,62.87934739888195,57699,0.02,123042,0.66,0.88,25175
T_01203,CBRE_00082,Finance Corp 1203,Finance,A,414,2023-05-26,2030-05-24,7,65.19959555779454,28407,0.035,53937,0.66,0.86,18081
T_01204,CBRE_00082,Government Corp 1204,Non-Profit,B,870,2018-10-21,2023-10-20,5,70.88378530311537,56129,0.022,113299,0.69,0.88,25722
T_01205,CBRE_00082,Technology Corp 1205,Education,BB,697,2022-08-27,2029-08-25,7,66.13360844248577,49701,0.026,90691,0.62,0.93,25745
T_01206,CBRE_00082,Technology Corp 1206,Government,BBB,669,2018-08-03,2023-08-02,5,61.538817116280335,45278,0.021,87079,0.84,0.92,31809
T_01207,CBRE_00082,Retail Corp 1207,Non-Profit,CCC,685,2022-11-13,2027-11-12,5,59.43596073107626,46218,0.029,89158,0.89,0.97,35614
T_01208,CBRE_00082,Retail Corp 1208,Government,AAA,417,2019-07-26,2022-07-25,3,61.42495813029104,27022,0.035,54270,0.68,0.87,19106
T_01209,CBRE_00082,Non-Profit Corp 1209,Consulting,A,1040,2019-12-06,2026-12-04,7,62.85030427236987,70257,0.025,135405,0.92,0.93,61129
T_01210,CBRE_00082,Government Corp 1210,Healthcare,BB,404,2020-04-07,2025-04-06,5,61.36276859825659,25654,0.038,52621,0.64,0.96,19440
T_01211,CBRE_00082,Education Corp 1211,Consulting,A,442,2021-11-09,2024-11-08,3,69.43555942487163,27219,0.03,57533,0.84,0.87,25317
T_01212,CBRE_00082,Manufacturing Corp 1212,Legal,AA,533,2021-07-10,2026-07-09,5,66.76151722274038,37591,0.025,69408,0.73,0.88,28121
T_01213,CBRE_00082,Non-Profit Corp 1213,Healthcare,BBB,468,2018-08-07,2021-08-06,3,69.06796736964888,31354,0.036,60919,0.8,0.89,13625
T_01214,CBRE_00082,Technology Corp 1214,Education,A,357,2019-06-27,2022-06-26,3,71.4024570926183,21583,0.021,46446,0.8,0.91,18478
T_01215,CBRE_00082,Manufacturing Corp 1215,Government,BB,863,2018-12-23,2023-12-22,5,63.992763472982766,51910,0.021,112409,0.9,0.98,29116
T_01216,CBRE_00082,Education Corp 1216,Technology,BBB,465,2023-04-06,2030-04-04,7,58.684768204955255,32862,0.021,60605,0.93,0.85,23665
T_01217,CBRE_00082,Education Corp 1217,Retail,A,725,2021-09-16,2031-09-14,10,69.77276917788137,45403,0.029,94414,0.67,0.98,20171
T_01218,CBRE_00082,Manufacturing Corp 1218,Healthcare,BB,952,2020-12-05,2023-12-05,3,64.91407171180954,55953,0.022,124009,0.84,0.86,52041
T_01219,CBRE_00082,Government Corp 1219,Finance,AA,569,2023-12-26,2026-12-25,3,70.43309850523212,36719,0.035,74033,0.63,0.86,22627
T_01220,CBRE_00082,Education Corp 1220,Government,A,572,2023-10-04,2026-10-03,3,62.34635273599484,40019,0.028,74419,0.84,0.85,30040
T_01221,CBRE_00082,Retail Corp 1221,Technology,BBB,519,2020-06-30,2025-06-29,5,58.81780184716395,32985,0.033,67555,0.63,0.92,30995
T_01222,CBRE_00082,Technology Corp 1222,Legal,B,853,2023-06-27,2030-06-25,7,68.62179800633247,58211,0.037,111009,0.83,0.91,19192
T_01223,CBRE_00082,Manufacturing Corp 1223,Non-Profit,BBB,903,2020-08-23,2025-08-22,5,58.81990946509537,61632,0.024,117527,0.89,0.9,30280
T_01224,CBRE_00082,Finance Corp 1224,Retail,BBB,359,2019-02-08,2024-02-07,5,59.84801068608663,24282,0.026,46703,0.95,0.99,17724
T_01225,CBRE_00082,Retail Corp 1225,Non-Profit,BB,1031,2019-07-24,2022-07-23,3,69.69345499439244,65851,0.022,134235,0.83,0.89,26556
T_01226,CBRE_00082,Consulting Corp 1226,Healthcare,BB,708,2018-04-05,2023-04-04,5,64.89878738985946,49792,0.037,92198,0.83,0.86,38662
T_01227,CBRE_00082,Education Corp 1227,Consulting,BB,985,2022-10-22,2025-10-21,3,70.75249548384255,69451,0.023,128258,0.78,0.86,57567
T_01228,CBRE_00082,Legal Corp 1228,Consulting,BBB,501,2020-01-26,2025-01-24,5,69.29395337071631,33935,0.024,65264,0.74,0.99,12955
T_01229,CBRE_00082,Government Corp 1229,Non-Profit,BB,497,2023-09-03,2028-09-01,5,63.447274091554505,32575,0.04,64729,0.72,0.95,13373
T_01230,CBRE_00082,Retail Corp 1230,Retail,AA,436,2020-06-04,2025-06-03,5,63.09005980357311,30604,0.023,56734,0.72,0.92,9288
T_01231,CBRE_00082,Healthcare Corp 1231,Government,AAA,538,2022-07-18,2032-07-15,10,68.62079010901367,32725,0.024,70083,0.76,0.94,17780
T_01232,CBRE_00083,Manufacturing Corp 1232,Legal,B,35821,2020-03-08,2023-03-08,3,5.560009271121787,214535,0.032,421971,0.66,0.96,1957182
T_01233,CBRE_00083,Manufacturing Corp 1233,Retail,BB,80443,2019-08-10,2024-08-08,5,5.9153210975084525,491749,0.026,947620,0.65,0.95,2397804
T_01234,CBRE_00084,Retail Corp 1234,Manufacturing,BBB,24783,2023-02-19,2028-02-18,5,54.42591576645312,1634786,0.034,2977925,0.75,0.88,575141
T_01235,CBRE_00084,Consulting Corp 1235,Government,A,4272,2018-07-23,2023-07-22,5,61.06350821736876,268155,0.021,513284,0.91,0.89,150593
T_01236,CBRE_00084,Healthcare Corp 1236,Non-Profit,AAA,3050,2019-11-27,2022-11-26,3,65.74916816641826,200879,0.025,366526,0.6,0.95,140127
T_01237,CBRE_00084,Healthcare Corp 1237,Non-Profit,A,5249,2018-02-08,2025-02-06,7,56.69409830216372,331665,0.035,630710,0.62,0.9,188653
T_01238,CBRE_00084,Legal Corp 1238,Finance,CCC,4843,2018-12-06,2028-12-03,10,63.45320560698331,300667,0.028,581967,0.62,0.94,166939
T_01239,CBRE_00084,Consulting Corp 1239,Legal,A,3101,2022-09-06,2027-09-05,5,55.12951268601753,178819,0.037,372595,0.87,1.0,143391
T_01240,CBRE_00084,Education Corp 1240,Manufacturing,AA,3840,2019-07-29,2029-07-26,10,57.12346610624907,219716,0.031,461373,0.74,0.86,173427
T_01241,CBRE_00084,Manufacturing Corp 1241,Legal,B,2183,2019-08-04,2024-08-02,5,54.40068909605618,136216,0.021,262327,0.65,0.96,68963
T_01242,CBRE_00084,Healthcare Corp 1242,Healthcare,A,2589,2018-10-26,2021-10-25,3,62.218575637485294,157931,0.035,311088,0.86,0.98,90801
T_01243,CBRE_00084,Government Corp 1243,Technology,A,3080,2020-12-27,2023-12-27,3,60.15864444104366,172578,0.038,370041,0.85,0.85,169586
T_01244,CBRE_00084,Healthcare Corp 1244,Manufacturing,A,5384,2021-05-07,2026-05-06,5,55.12243264253008,322905,0.021,646897,0.78,0.89,210270
T_01245,CBRE_00084,Government Corp 1245,Healthcare,A,3347,2023-05-30,2028-05-28,5,61.39641410137445,184623,0.034,402147,0.74,0.87,198025
T_01246,CBRE_00085,Education Corp 1246,Education,AA,15533,2023-09-08,2026-09-07,3,16.981674479861123,270169,0.03,547383,0.9,0.85,576764
T_01247,CBRE_00085,Retail Corp 1247,Government,BBB,3007,2023-12-12,2028-12-10,5,19.269046645233967,52595,0.033,105950,0.73,0.95,146730
T_01248,CBRE_00085,Consulting Corp 1248,Consulting,BBB,3712,2021-11-24,2028-11-22,7,18.795704094002424,63719,0.026,130798,0.87,0.88,108652
T_01249,CBRE_00085,Education Corp 1249,Non-Profit,BBB,1815,2023-09-11,2028-09-09,5,18.650216421233814,29804,0.028,63944,0.76,0.89,63239
T_01250,CBRE_00085,Technology Corp 1250,Manufacturing,BB,1908,2020-05-18,2025-05-17,5,16.501120678466254,32586,0.021,67234,0.79,0.94,104210
T_01251,CBRE_00085,Finance Corp 1251,Healthcare,AAA,4353,2023-04-20,2028-04-18,5,16.193803447862187,83593,0.024,153414,0.75,0.98,87086
T_01252,CBRE_00085,Technology Corp 1252,Legal,BBB,4703,2020-01-31,2025-01-29,5,16.76036522060234,84357,0.034,165749,0.73,0.93,252045
T_01253,CBRE_00085,Consulting Corp 1253,Government,B,2141,2020-09-16,2027-09-15,7,18.318548467802167,34706,0.04,75442,0.63,0.95,52281
T_01254,CBRE_00085,Finance Corp 1254,Government,BBB,4638,2020-03-31,2025-03-30,5,18.349530852571764,78839,0.021,163451,0.68,0.89,155039
T_01255,CBRE_00086,Retail Corp 1255,Consulting,BB,24949,2022-04-01,2027-03-31,5,25.869450117536893,596769,0.028,1231982,0.83,0.88,601498
T_01256,CBRE_00086,Retail Corp 1256,Retail,BBB,494,2022-11-21,2025-11-20,3,24.13198037083476,11841,0.038,24406,0.62,1.0,10048
T_01257,CBRE_00086,Education Corp 1257,Education,BB,962,2023-02-27,2028-02-26,5,26.76516953593863,23272,0.029,47511,0.76,0.89,31876
T_01258,CBRE_00086,Consulting Corp 1258,Retail,A,896,2018-08-29,2025-08-27,7,23.899343056635608,22399,0.022,44265,0.92,0.97,41970
T_01259,CBRE_00086,Technology Corp 1259,Manufacturing,B,990,2021-08-13,2026-08-12,5,24.359239327523973,22035,0.023,48909,0.75,0.95,26253
T_01260,CBRE_00086,Finance Corp 1260,Retail,BBB,631,2023-03-03,2030-03-01,7,24.39695750699976,14527,0.024,31159,0.63,0.96,14567
T_01261,CBRE_00086,Non-Profit Corp 1261,Legal,A,588,2019-09-30,2022-09-29,3,23.4357140965098,13257,0.034,29052,0.73,0.86,31063
T_01262,CBRE_00086,Non-Profit Corp 1262,Non-Profit,A,788,2023-05-19,2028-05-17,5,22.705937264229746,19806,0.027,38902,0.69,0.96,26097
T_01263,CBRE_00086,Education Corp 1263,Healthcare,BB,423,2023-09-02,2030-08-31,7,26.415056547784122,10287,0.036,20905,0.9,0.92,13864
T_01264,CBRE_00086,Consulting Corp 1264,Retail,CCC,800,2020-07-24,2023-07-24,3,24.686455734241605,18986,0.04,39504,0.91,0.95,44638
T_01265,CBRE_00086,Retail Corp 1265,Education,BB,786,2018-02-03,2023-02-02,5,25.93638894043866,19877,0.02,38831,0.85,0.97,38465
T_01266,CBRE_00086,Government Corp 1266,Government,A,842,2018-02-07,2025-02-05,7,25.285302701052444,21000,0.035,41602,0.84,0.97,27335
T_01267,CBRE_00086,Finance Corp 1267,Manufacturing,BBB,477,2018-10-06,2021-10-05,3,25.07408633933373,11170,0.038,23544,0.8,0.93,17844
T_01268,CBRE_00086,Non-Profit Corp 1268,Consulting,BBB,371,2019-05-07,2024-05-05,5,25.107195943748792,9218,0.024,18342,0.7,0.93,19157
T_01269,CBRE_00086,Government Corp 1269,Healthcare,B,620,2021-03-30,2028-03-28,7,24.82810594745318,13871,0.027,30631,0.69,0.95,25280
T_01270,CBRE_00086,Healthcare Corp 1270,Retail,B,570,2022-05-15,2027-05-14,5,25.16801297835905,14084,0.036,28125,0.67,0.89,29243
T_01271,CBRE_00086,Manufacturing Corp 1271,Non-Profit,BB,627,2020-11-23,2025-11-22,5,26.219984343070635,14309,0.033,30972,0.93,0.92,30913
T_01272,CBRE_00086,Non-Profit Corp 1272,Manufacturing,BB,710,2022-02-13,2027-02-12,5,24.50293461768678,16952,0.038,35060,0.65,0.96,33801
T_01273,CBRE_00086,Finance Corp 1273,Finance,BB,792,2022-10-08,2029-10-06,7,25.018100716077797,18115,0.024,39119,0.68,0.86,27861
T_01274,CBRE_00086,Healthcare Corp 1274,Retail,BBB,739,2019-12-30,2026-12-28,7,25.802355725003583,17529,0.035,36498,0.72,0.99,19613
T_01275,CBRE_00086,Legal Corp 1275,Retail,BBB,543,2021-02-08,2024-02-08,3,22.828849986823172,13394,0.033,26811,0.65,0.92,20793
T_01276,CBRE_00086,Retail Corp 1276,Consulting,BBB,942,2020-03-11,2023-03-11,3,25.239984261103732,22249,0.028,46530,0.73,0.88,36836
T_01277,CBRE_00086,Consulting Corp 1277,Non-Profit,BBB,590,2021-05-25,2031-05-23,10,27.11056855984542,15423,0.036,29141,0.74,0.89,25925
T_01278,CBRE_00086,Manufacturing Corp 1278,Consulting,BBB,918,2018-06-23,2021-06-22,3,25.296122781389833,22225,0.036,45324,0.84,1.0,23420
T_01279,CBRE_00086,Government Corp 1279,Retail,A,372,2018-10-31,2028-10-28,10,24.948900164505066,8841,0.025,18350,0.65,0.9,16580
T_01280,CBRE_00086,Non-Profit Corp 1280,Education,BB,979,2022-06-11,2025-06-10,3,22.44242670973802,26148,0.031,48367,0.66,0.92,58572
T_01281,CBRE_00086,Government Corp 1281,Manufacturing,AA,536,2018-06-20,2028-06-17,10,23.935917701099836,12129,0.039,26460,0.82,0.9,16622
T_01282,CBRE_00086,Healthcare Corp 1282,Healthcare,BB,628,2021-02-23,2026-02-22,5,24.87660782145362,16669,0.036,31029,0.7,0.94,12754
T_01283,CBRE_00086,Technology Corp 1283,Healthcare,BB,596,2021-09-04,2024-09-03,3,22.762441353602487,14868,0.031,29450,0.67,0.94,23921
T_01284,CBRE_00086,Legal Corp 1284,Consulting,A,672,2018-09-25,2021-09-24,3,26.81671609438191,15888,0.029,33168,0.67,0.87,19040
T_01285,CBRE_00086,Finance Corp 1285,Legal,BB,701,2022-04-23,2027-04-22,5,24.998558171568263,18508,0.021,34629,0.77,0.97,37824
T_01286,CBRE_00086,Healthcare Corp 1286,Manufacturing,A,888,2020-08-09,2030-08-07,10,23.08247152701565,19874,0.04,43845,0.72,0.96,19879
T_01287,CBRE_00086,Finance Corp 1287,Finance,A,532,2021-11-19,2028-11-17,7,25.815771230752365,11854,0.036,26250,0.61,0.89,16336
T_01288,CBRE_00086,Finance Corp 1288,Government,BBB,438,2018-12-10,2021-12-09,3,23.958344168155538,11359,0.033,21610,0.93,0.99,21443
T_01289,CBRE_00086,Education Corp 1289,Technology,BBB,846,2019-11-02,2026-10-31,7,27.10348325168711,19506,0.02,41759,0.81,0.99,38801
T_01290,CBRE_00086,Technology Corp 1290,Manufacturing,BBB,390,2019-12-21,2022-12-20,3,27.07279139933218,9387,0.038,19251,0.9,0.9,9333
T_01291,CBRE_00086,Education Corp 1291,Finance,A,452,2022-04-23,2032-04-20,10,26.797858115388347,10440,0.039,22301,0.7,0.94,10291
T_01292,CBRE_00086,Finance Corp 1292,Consulting,A,532,2020-10-19,2023-10-19,3,25.149745822896048,12852,0.034,26282,0.83,0.97,29103
T_01293,CBRE_00086,Non-Profit Corp 1293,Healthcare,A,878,2023-06-21,2028-06-19,5,23.944317197475257,20090,0.032,43378,0.8,0.97,24639
T_01294,CBRE_00086,Finance Corp 1294,Manufacturing,BBB,526,2022-07-08,2025-07-07,3,23.84337340380529,12669,0.023,25990,0.66,0.89,18990
T_01295,CBRE_00086,Consulting Corp 1295,Legal,B,556,2023-04-23,2028-04-21,5,27.102432835989827,13306,0.034,27473,0.83,0.88,31557
T_01296,CBRE_00086,Legal Corp 1296,Consulting,BBB,466,2019-10-03,2024-10-01,5,24.47000742316569,12332,0.023,22988,0.62,0.91,10346
T_01297,CBRE_00086,Government Corp 1297,Healthcare,BB,790,2021-08-30,2028-08-28,7,26.745943182054454,20485,0.039,39032,0.67,0.92,47235
T_01298,CBRE_00086,Healthcare Corp 1298,Education,B,786,2023-06-26,2026-06-25,3,25.66630795231702,18138,0.021,38834,0.69,0.99,36746
T_01299,CBRE_00086,Healthcare Corp 1299,Technology,BB,945,2018-01-18,2023-01-17,5,25.106411540289297,21202,0.036,46653,0.81,0.98,34679
T_01300,CBRE_00086,Technology Corp 1300,Retail,BBB,659,2023-05-08,2028-05-06,5,26.775767271011457,16314,0.037,32544,0.71,1.0,15259
T_01301,CBRE_00086,Retail Corp 1301,Government,BBB,815,2020-02-20,2023-02-19,3,23.765750178644858,18495,0.032,40256,0.95,0.93,34085
T_01302,CBRE_00086,Government Corp 1302,Education,BBB,360,2020-06-15,2023-06-15,3,25.18832192404533,8552,0.026,17758,0.79,0.9,20632
T_01303,CBRE_00086,Consulting Corp 1303,Education,AA,587,2022-09-24,2032-09-21,10,24.572278630473132,15722,0.03,29009,0.62,0.88,25347
T_01304,CBRE_00086,Government Corp 1304,Healthcare,BBB,391,2023-09-21,2028-09-19,5,25.45459503072375,9745,0.033,19321,0.71,0.99,15009
T_01305,CBRE_00086,Education Corp 1305,Healthcare,BB,547,2019-07-30,2022-07-29,3,23.517300438536928,14747,0.024,27014,0.79,0.96,29981
T_01306,CBRE_00086,Non-Profit Corp 1306,Non-Profit,BB,437,2022-07-13,2032-07-10,10,22.36119237898654,9877,0.034,21575,0.79,0.87,19471
T_01307,CBRE_00086,Government Corp 1307,Non-Profit,AA,872,2021-05-24,2031-05-22,10,26.19910207381236,20556,0.027,43064,0.63,0.9,52004
T_01308,CBRE_00086,Manufacturing Corp 1308,Education,A,597,2022-11-21,2027-11-20,5,26.411658551608866,15634,0.022,29483,0.83,0.96,29037
T_01309,CBRE_00086,Education Corp 1309,Consulting,AAA,814,2022-02-03,2032-02-01,10,24.383338530169866,20379,0.021,40200,0.66,0.89,39735
T_01310,CBRE_00086,Retail Corp 1310,Government,BBB,958,2023-08-20,2028-08-18,5,25.018035779921522,21667,0.039,47319,0.93,0.99,52868
T_01311,CBRE_00086,Education Corp 1311,Legal,A,772,2019-06-18,2029-06-15,10,25.46797959238198,18311,0.037,38136,0.79,0.87,23781
T_01312,CBRE_00086,Finance Corp 1312,Government,BB,546,2018-01-13,2025-01-11,7,22.479021303561094,13693,0.04,26961,0.87,0.87,25745
T_01313,CBRE_00086,Consulting Corp 1313,Retail,BBB,829,2023-05-07,2033-05-04,10,25.590053441486543,21937,0.027,40929,0.95,0.95,30635
T_01314,CBRE_00086,Manufacturing Corp 1314,Consulting,AA,784,2019-10-12,2026-10-10,7,22.221817221722652,17878,0.032,38695,0.84,0.92,17116
T_01315,CBRE_00086,Healthcare Corp 1315,Consulting,A,755,2019-08-02,2026-07-31,7,26.35896796323928,17403,0.024,37272,0.64,0.98,18365
T_01316,CBRE_00086,Technology Corp 1316,Technology,BBB,425,2022-02-03,2027-02-02,5,25.68569393246778,11082,0.039,20972,0.95,0.93,18033
T_01317,CBRE_00086,Education Corp 1317,Healthcare,BBB,348,2018-10-09,2021-10-08,3,22.707773121039008,8218,0.023,17171,0.65,0.86,11376
T_01318,CBRE_00086,Retail Corp 1318,Consulting,AAA,615,2022-12-03,2027-12-02,5,22.294132968646498,14266,0.026,30357,0.77,0.98,20037
T_01319,CBRE_00086,Government Corp 1319,Education,CCC,583,2018-03-06,2021-03-05,3,22.907361675865907,13793,0.023,28809,0.77,0.99,14018
T_01320,CBRE_00086,Technology Corp 1320,Government,AA,626,2022-03-13,2029-03-11,7,26.80054937869606,14569,0.022,30924,0.79,0.96,30462
T_01321,CBRE_00086,Government Corp 1321,Consulting,BBB,688,2023-03-31,2026-03-30,3,25.230178155660287,15696,0.033,33986,0.91,0.9,19877
T_01322,CBRE_00086,Technology Corp 1322,Manufacturing,BB,927,2019-11-12,2024-11-10,5,27.037380272393335,23109,0.034,45783,0.61,0.93,28030
T_01323,CBRE_00086,Consulting Corp 1323,Non-Profit,B,420,2019-05-09,2022-05-08,3,24.77776633244222,10681,0.025,20747,0.66,0.89,12307
T_01324,CBRE_00086,Legal Corp 1324,Technology,A,908,2020-04-09,2025-04-08,5,22.569361107571808,21837,0.03,44846,0.8,0.94,38095
T_01325,CBRE_00086,Education Corp 1325,Retail,A,496,2023-09-06,2028-09-04,5,22.485082608171172,12264,0.024,24510,0.66,0.91,17110
T_01326,CBRE_00086,Legal Corp 1326,Manufacturing,AA,910,2022-08-24,2029-08-22,7,23.98539811353477,22712,0.023,44927,0.64,0.95,41991
T_01327,CBRE_00086,Education Corp 1327,Manufacturing,BB,489,2021-06-18,2026-06-17,5,22.272319165163303,12956,0.022,24129,0.85,0.91,23085
T_01328,CBRE_00086,Manufacturing Corp 1328,Legal,BB,751,2020-07-08,2023-07-08,3,26.704178737470915,19600,0.033,37079,0.7,0.93,22136
T_01329,CBRE_00086,Healthcare Corp 1329,Manufacturing,BBB,407,2021-07-04,2024-07-03,3,24.073927126004776,9431,0.021,20098,0.8,0.94,10449
T_01330,CBRE_00086,Manufacturing Corp 1330,Legal,B,733,2019-11-29,2029-11-26,10,26.206354032166892,17053,0.023,36210,0.76,0.94,39618
T_01331,CBRE_00086,Consulting Corp 1331,Finance,A,487,2021-02-15,2026-02-14,5,26.00534610637135,11811,0.038,24057,0.94,0.98,19928
T_01332,CBRE_00086,Manufacturing Corp 1332,Legal,CCC,672,2022-08-29,2027-08-28,5,22.61903503352126,17432,0.037,33189,0.95,0.9,23001
T_01333,CBRE_00086,Education Corp 1333,Non-Profit,AAA,486,2020-01-19,2023-01-18,3,23.104476659014864,12769,0.036,23985,0.72,0.95,19570
T_01334,CBRE_00086,Consulting Corp 1334,Consulting,AA,935,2021-05-08,2026-05-07,5,26.222640398217916,21194,0.035,46168,0.85,0.95,29047
T_01335,CBRE_00086,Education Corp 1335,Consulting,A,714,2020-02-26,2027-02-24,7,24.338970492577282,16410,0.029,35278,0.85,0.95,34561
T_01336,CBRE_00086,Manufacturing Corp 1336,Legal,BBB,538,2022-02-12,2027-02-11,5,24.690374259901827,12802,0.029,26581,0.87,0.88,15106
T_01337,CBRE_00086,Finance Corp 1337,Healthcare,B,777,2023-01-25,2028-01-24,5,22.843538630044495,19411,0.038,38354,0.64,0.92,42416
T_01338,CBRE_00086,Healthcare Corp 1338,Consulting,A,932,2021-09-20,2026-09-19,5,24.770829334566056,23133,0.035,46028,0.79,0.94,38390
T_01339,CBRE_00086,Finance Corp 1339,Government,BB,992,2018-10-14,2021-10-13,3,25.781730611749698,25990,0.04,48983,0.9,0.93,32170
T_01340,CBRE_00086,Non-Profit Corp 1340,Government,BB,712,2023-11-26,2033-11-23,10,25.19488273771121,16924,0.033,35156,0.77,0.89,41153
T_01341,CBRE_00086,Consulting Corp 1341,Non-Profit,B,441,2019-05-20,2022-05-19,3,26.33112221249207,11821,0.037,21754,0.86,0.88,14141
